golden_id,conversation_id,customer_message_id,customer_text,context,rule_suggested_intent,human_final_intent,primary_intent,secondary_intent,is_multi_intent,annotation_confidence,label_changed,annotator_notes
G0063,904766,904766,I hope @Delta knows that they have an airport full of crying people right now.,,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,COMPLAINT_OR_FEEDBACK,true,HIGH,false,"Confirmed. Mass airport disruption with 'airport full of crying people'. Primary=FLIGHT_STATUS_OR_DELAY, secondary=COMPLAINT_OR_FEEDBACK."
G0064,2040034,2040034,TYSM @Delta 💎 https://t.co/r6VX0qtqMa,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,LOW,false,Confirmed. 'TYSM @Delta' with diamond emoji and photo. Minimal gratitude tweet. COMPLAINT_OR_FEEDBACK.
G0065,1507446,1507446,@Delta My Dad is stuck at Heathrow due to a flight delay. His 1.5 hr connection is now 12 hours.,,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,,false,HIGH,false,Confirmed. Reporting father stranded at Heathrow due to delay; 1.5hr connection extended to 12 hours. FLIGHT_STATUS_OR_DELAY.
G0066,463603,463603,@Delta @824 33-55min wait time when I need an immediate response NOW since at airport?? wth Delta.,,FLIGHT_STATUS_OR_DELAY,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,,false,LOW,true,CHANGED from FLIGHT_STATUS_OR_DELAY. Customer at airport frustrated with 33-55m wait time; specific urgent issue is never stated. AMBIGUOUS_OR_INSUFFICIENT_CONTEXT.
G0067,356181,356181,@Delta this is great for my anxiety of losing a bag! Good looks!! https://t.co/nPv3G1pDyU,,BAGGAGE_ISSUE,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,BAGGAGE_ISSUE,true,HIGH,true,"CHANGED from BAGGAGE_ISSUE. Customer praising bag tracking app feature ('great for my anxiety of losing a bag'). No lost bag. Primary=COMPLAINT_OR_FEEDBACK (positive), secondary=BAGGAGE_ISSUE."
G0068,1710205,1710205,@Delta I made an in flight purchase today and had the receipt emailed to me. I've yet to receive it. Any idea when I can expect it?,,PAYMENT_OR_CHARGE_DISPUTE,PAYMENT_OR_CHARGE_DISPUTE,PAYMENT_OR_CHARGE_DISPUTE,,false,HIGH,false,Confirmed. In-flight purchase made and receipt requested by email but not received. Transaction receipt/billing issue. PAYMENT_OR_CHARGE_DISPUTE.
G0069,656718,656717,"@Delta BTW, it was Flight 2281. They’re working on Thanksgiving—give them some love!",,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Praise for Flight 2281 crew working on Thanksgiving. COMPLAINT_OR_FEEDBACK (positive).
G0070,479947,479947,"@Delta  - on my recent eze-ATL flight, the purser said he’d issue me 30k miles on account of a broken seat and broken tv. Showed me on his device, but miles haven’t showed up. It’s been almost a week! Can you help?",,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,REFUND_OR_COMPENSATION,true,HIGH,false,"Confirmed. Purser promised 30k miles for broken seat/TV but miles never posted to account. Primary=SKYMILES_OR_LOYALTY, secondary=REFUND_OR_COMPENSATION."
G0071,2600411,2600411,Hey @Delta you guys are usually great. But on my recent flight I was forced to use stairs and wait in the cold for a wheelchair despite my ticket noting I can't do stairs and need a wheelchair. Your staff at YYZ was fine but someone dropped the ball.,,SPECIAL_ASSISTANCE,SPECIAL_ASSISTANCE,SPECIAL_ASSISTANCE,COMPLAINT_OR_FEEDBACK,true,HIGH,false,"Confirmed. Wheelchair assistance failure; passenger forced to use stairs and wait in cold. Primary=SPECIAL_ASSISTANCE, secondary=COMPLAINT_OR_FEEDBACK."
G0072,273454,273454,@Delta need help with transferring skymiles.  Can someone help me out?,,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,,false,HIGH,false,Confirmed. Explicit request for assistance transferring SkyMiles. SKYMILES_OR_LOYALTY.
G0073,2941570,2941570,"@Delta I’m trying to check in for DL 1065 BDL/ATL tomorrow. App won’t let me add a bag &amp; Refreshing Itinerary message continues, with amount of time always increasing.",,CHECKIN_OR_BOARDING,CHECKIN_OR_BOARDING,CHECKIN_OR_BOARDING,BAGGAGE_ISSUE,true,HIGH,false,"Confirmed. Online check-in app failing when attempting to add checked bag for DL 1065. Primary=CHECKIN_OR_BOARDING, secondary=BAGGAGE_ISSUE."
G0074,2108566,2108566,"@Delta I wish to upgrade my flight with Delta using my Flying Blue miles, how can I do that?",,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,SEAT_OR_UPGRADE,true,HIGH,false,"Confirmed. Inquiring how to upgrade Delta flight using partner Flying Blue miles. Primary=SKYMILES_OR_LOYALTY, secondary=SEAT_OR_UPGRADE."
G0075,1048178,1048178,@Delta Need help with my flight. Refer to DM. Thanks,,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,,false,LOW,false,Confirmed. 'Need help with my flight. Refer to DM.' No details visible. AMBIGUOUS_OR_INSUFFICIENT_CONTEXT.
G0076,1794335,1794335,@delta offering 5000 skylines for delaying me over two hours yesterday doesn't seem like a good way to take care of a loyal delta customer,,REFUND_OR_COMPENSATION,REFUND_OR_COMPENSATION,REFUND_OR_COMPENSATION,COMPLAINT_OR_FEEDBACK,true,HIGH,false,"Confirmed. Customer disputing adequacy of 5,000 miles offered as compensation for 2+ hour delay. Primary=REFUND_OR_COMPENSATION, secondary=COMPLAINT_OR_FEEDBACK."
G0077,2146362,2146362,Thank you @Delta for helping get my seats. ✈️✈️✈️,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,SEAT_OR_UPGRADE,true,HIGH,false,"Confirmed. Thanking Delta for helping get seats. Primary=COMPLAINT_OR_FEEDBACK (positive), secondary=SEAT_OR_UPGRADE."
G0078,2611772,2611772,Thank you @Delta for the legroom! I appreciate it. https://t.co/OJ2ASBZj4g,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,SEAT_OR_UPGRADE,true,HIGH,false,"Confirmed. Gratitude tweet with photo appreciating legroom. Primary=COMPLAINT_OR_FEEDBACK (positive), secondary=SEAT_OR_UPGRADE."
G0079,2626033,2626033,@Delta Overbooked My Mother’s Flight And We Were Going To Have To Drive To Atlanta From NC To Pick Her Up 😡,,CANCEL_OR_CHANGE_FLIGHT,CANCEL_OR_CHANGE_FLIGHT,CANCEL_OR_CHANGE_FLIGHT,COMPLAINT_OR_FEEDBACK,true,HIGH,false,"Confirmed. Mother's flight was overbooked, requiring driving instead. Involuntary denied boarding / rebooking failure. Primary=CANCEL_OR_CHANGE_FLIGHT, secondary=COMPLAINT_OR_FEEDBACK."
G0080,2020583,2020583,1/ @Delta I just had the most amazing customer svc interaction with a lovely lady named Jo. Best I’ve ever received.  (Cont —&gt;),,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Praise for outstanding service interaction with customer service agent Jo. COMPLAINT_OR_FEEDBACK (positive).
G0081,685989,685989,Man. Delta upgraded me to first class sha. First time in my life 😩😩 thank you @Delta,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,SEAT_OR_UPGRADE,true,HIGH,false,"Confirmed. Excited gratitude for first-ever first-class upgrade. Primary=COMPLAINT_OR_FEEDBACK (positive), secondary=SEAT_OR_UPGRADE."
G0082,2532580,2532580,"I'm at @Delta Sky Club in Romulus, MI, MI https://t.co/rkU4K6cuzb",,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,,false,LOW,false,"Confirmed. Foursquare check-in link at Sky Club in Romulus, MI; no support request. AMBIGUOUS_OR_INSUFFICIENT_CONTEXT."
G0083,364894,364894,@Delta what is the status of flight1412 BN,,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,,false,HIGH,false,Confirmed. Direct status inquiry for flight 1412. FLIGHT_STATUS_OR_DELAY.
G0084,1356582,1356582,Piper smiling on a plane @Delta https://t.co/CYnoLF30Ev,,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,,false,LOW,false,Confirmed. Social photo post showing smiling child/pet on a plane. AMBIGUOUS_OR_INSUFFICIENT_CONTEXT.
G0085,1656230,1656230,@Delta I have a question about my reservation. The hold time is 2 hours. How can I get the call back option that I used to get?,,SCHEDULE_OR_BOOKING_INQUIRY,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,,false,LOW,true,CHANGED from SCHEDULE_OR_BOOKING_INQUIRY. 'Question about my reservation' with 2hr hold time; specific reservation question is never revealed. AMBIGUOUS_OR_INSUFFICIENT_CONTEXT.
G0086,399968,399968,"@delta, what is your policy for refunding due to inability to travel to and from STT?  Please advise.",,REFUND_OR_COMPENSATION,REFUND_OR_COMPENSATION,REFUND_OR_COMPENSATION,,false,HIGH,false,Confirmed. Inquiring about refund policy due to inability to travel to/from St. Thomas (hurricane disruption). REFUND_OR_COMPENSATION.
G0087,1158127,1158127,Impressed with @delta so far. May have to make the switch,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. General praise indicating strong positive first impression of Delta. COMPLAINT_OR_FEEDBACK (positive).
G0088,2960767,2960767,Bit of sun just above these mid level cloud. #vtwx #flybtv @Delta @113539 @113540 https://t.co/yuo0TupZEc,,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,,false,LOW,false,Confirmed. Weather photo above clouds tagging Delta; no support request. AMBIGUOUS_OR_INSUFFICIENT_CONTEXT.
G0089,2816008,2816008,"@Delta Hey sorry if this question has been asked and answered multiple times, but my wife is considering booking a trip from JFK to ACC. If plans change and she has to change both her departure and arrival dates what is the fee for that? Thanks!",,SCHEDULE_OR_BOOKING_INQUIRY,SCHEDULE_OR_BOOKING_INQUIRY,SCHEDULE_OR_BOOKING_INQUIRY,,false,HIGH,false,Confirmed. Pre-booking policy inquiry regarding flight change rules before purchasing JFK to Accra tickets. SCHEDULE_OR_BOOKING_INQUIRY.
G0090,1105655,1105655,"@Delta a belligerent passenger on 3771 seated in 13C yells at flight attendants, claims she works for government, demands special treatment.",,SPECIAL_ASSISTANCE,SPECIAL_ASSISTANCE,SPECIAL_ASSISTANCE,COMPLAINT_OR_FEEDBACK,true,MEDIUM,false,"Confirmed. Passenger reporting belligerent individual on flight 3771 yelling at flight attendants. In-flight safety/security escalation. Primary=SPECIAL_ASSISTANCE, secondary=COMPLAINT_OR_FEEDBACK."
G0091,399982,399982,@Delta My flight is this afternoon. What else would you suggest to correct this? Could it be handled early at the airport? Thanks! (part 2),,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,,false,LOW,false,Confirmed. Part 2 of thread asking 'What else would you suggest to correct this?'; root issue from Part 1 missing. AMBIGUOUS_OR_INSUFFICIENT_CONTEXT.
G0092,2337132,2337132,Thank you @Delta #skyclub for being so helpful and solicitous on a crazy day @118580! https://t.co/nyfVOsr3tO,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Thanking Sky Club lounge team for being helpful and solicitous on a crazy day. COMPLAINT_OR_FEEDBACK (positive).
G0093,2052367,2052367,Just what I needed after a 9+ hour flight @Delta a 35min delay. Not happy 😡,,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,,false,HIGH,false,Confirmed. Reporting 35-minute delay after 9+ hour flight. FLIGHT_STATUS_OR_DELAY.
G0094,856806,856806,"@Delta, what is the status of flight 4769? When are you going to find a pilot?",,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,,false,HIGH,false,Confirmed. Inquiring about status of flight 4769 and waiting for a pilot assignment. FLIGHT_STATUS_OR_DELAY.
G0095,1652541,1652541,@Delta Hello Delta. My sky miles still have not been posted. I sent an email with ALL of the required information. Still heard nothing.,,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,,false,HIGH,false,Confirmed. SkyMiles not posted to account despite sending documentation. SKYMILES_OR_LOYALTY.
G0096,1797436,1797436,@Delta the hold times are CRAZY! 2+ hours! I am hoping you can help me faster than that!,,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,,false,LOW,false,Confirmed. Complaining about 2+ hour phone hold times without mentioning what help is needed. AMBIGUOUS_OR_INSUFFICIENT_CONTEXT.
G0097,2061523,2061523,Loved seeing this beautiful Delta Belly A-320 take off from DTW on her way to Boston. @Delta https://t.co/ne8Iz2Ax2z,[SUPPORT]: @609692 Nice!!! Thanks for sharing! :-) *AAB,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Aviation photo of Delta A-320 taking off from DTW. Social post. COMPLAINT_OR_FEEDBACK (positive).
G0098,2844651,2844651,@Delta Hi trying to check in online but my trip not found. Booking ref H65AJX Can you help,,CHECKIN_OR_BOARDING,CHECKIN_OR_BOARDING,CHECKIN_OR_BOARDING,,false,HIGH,false,Confirmed. Online check-in failure; booking reference H65AJX not found. CHECKIN_OR_BOARDING.
G0099,1538184,1538184,Much love to the @Delta Flight attendants on flight DL3951. It was a vibe!!✊🏽💯🙏🏽👍🏽‼️🤘🏽,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Shout-out and praise for flight attendants on flight DL3951. COMPLAINT_OR_FEEDBACK (positive).
G0100,1687851,1687851,Waited over four hours for flight DL3560 to Madison due to maintenance . TEARS @delta,,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,,false,HIGH,false,Confirmed. 4+ hour maintenance delay on DL3560 to Madison. FLIGHT_STATUS_OR_DELAY.
G0101,902509,902509,@Delta please help.  I misplaced my white I-phone SE it's in a black phone case in Orlando near the HELP CENTER or by hate 72/73.,,BAGGAGE_ISSUE,BAGGAGE_ISSUE,BAGGAGE_ISSUE,,false,HIGH,false,Confirmed. Lost personal property (iPhone) misplaced near airport gate. Maps to BAGGAGE_ISSUE per taxonomy definition for lost items. BAGGAGE_ISSUE.
G0102,1159515,1159515,"@Delta now 2+ hours on tarmac at #lga and we got a bag of pretzels! Pilot says we might have enough gas to takeoff, awesome!",,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,,false,HIGH,false,Confirmed. 2+ hours tarmac delay at LGA with pilot reporting potential fuel constraints. FLIGHT_STATUS_OR_DELAY.
G0103,155427,155427,@DELTA HMU WITH A FOLLOW BACK,,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,,false,LOW,false,Confirmed. 'HMU WITH A FOLLOW BACK' request with no support inquiry. AMBIGUOUS_OR_INSUFFICIENT_CONTEXT.
G0104,1415364,1415364,"@Delta Just sent a question via DM, should I have checked with you here first?",,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,,false,LOW,false,Confirmed. Customer stating they sent a DM; no issue stated. AMBIGUOUS_OR_INSUFFICIENT_CONTEXT.
G0105,960817,960817,"Not cool, @delta. Best to leave first class 85% empty instead of upgrading platinum members? Shouldn't Loyalty count for something?",,SEAT_OR_UPGRADE,SEAT_OR_UPGRADE,SEAT_OR_UPGRADE,SKYMILES_OR_LOYALTY,true,HIGH,false,"Confirmed. Platinum member complaining about not being upgraded to empty first class cabin. Primary=SEAT_OR_UPGRADE, secondary=SKYMILES_OR_LOYALTY."
G0106,2734827,2734827,"Hey @Delta, I'm still waiting for a response regarding my request to recognize my class upgrade and show it in my Skymiles. I've jumped through the hoops I was asked to do, now I'd appreciate action on your end...",,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,SEAT_OR_UPGRADE,true,HIGH,false,"Confirmed. Upgrade completed but not reflected in SkyMiles account. Primary=SKYMILES_OR_LOYALTY, secondary=SEAT_OR_UPGRADE."
G0107,1065067,1065067,@Delta Just got boarding passes for tomorrow and no TSA Precheck?,,CHECKIN_OR_BOARDING,CHECKIN_OR_BOARDING,CHECKIN_OR_BOARDING,,false,HIGH,false,Confirmed. Boarding passes generated for tomorrow missing TSA PreCheck endorsement. CHECKIN_OR_BOARDING.
G0108,2373739,2373739,"Hey @Delta this man next to me gets 2 drinks, both cookies and pretzels and both your FAs choose to skip right past me.
Oh, and thanks for blowing nothing but hot air as the A/C was only on for 20-30 mins on this 3 hr flight.
Thanks! https://t.co/NuVUnju4rs",,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. In-flight service grievance: customer skipped during beverage/snack service and warm cabin air. COMPLAINT_OR_FEEDBACK.
G0109,2844665,2844665,"I need my in-flight coffee @Delta, but I can't do black. Please add nondairy #vegan creamers. ☕️",,SPECIAL_ASSISTANCE,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,SPECIAL_ASSISTANCE,false,MEDIUM,true,"CHANGED from SPECIAL_ASSISTANCE. Customer asking Delta to add vegan non-dairy creamers for coffee. This is general product feedback / suggestion, not an individual disability accommodation. COMPLAINT_OR_FEEDBACK."
G0110,1184114,1184114,@Delta we want to say Thank You to *CTR who understood the needs/concerns in regards to getting my husband to his destination! Thnx again! 😍,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Gratitude to agent CTR for understanding needs and getting husband to destination. COMPLAINT_OR_FEEDBACK (positive).
G0111,851985,851985,@Delta Stuck on the tarmac at LAX for the next hour. What’s the policy on upgrading to Delta Comfort now? I’m feeling anxious. #pleasehelp,,SEAT_OR_UPGRADE,SEAT_OR_UPGRADE,SEAT_OR_UPGRADE,FLIGHT_STATUS_OR_DELAY,true,HIGH,false,"Confirmed. Stuck on tarmac at LAX and asking what the policy is on upgrading to Delta Comfort now due to anxiety. Primary=SEAT_OR_UPGRADE, secondary=FLIGHT_STATUS_OR_DELAY."
G0112,2023402,2023402,@DELTA oh and it appears the second leg of the flight the seats I picked aren't there either. She's not assigned yet.. this will not work,,SEAT_OR_UPGRADE,SEAT_OR_UPGRADE,SEAT_OR_UPGRADE,,false,HIGH,false,Confirmed. Pre-selected seats missing on second leg of flight. SEAT_OR_UPGRADE.
G0113,1736251,1736251,@Delta since when do you reward flight miles based on the ticket price?,,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,,false,HIGH,false,Confirmed. Questioning SkyMiles policy rewarding miles based on ticket price rather than distance. SKYMILES_OR_LOYALTY.
G0114,1655214,1655214,@delta on flight DL2875 scheduled to land at 8:45pm next flight DL3377 takes off at 9pm. Can you hold plane? Weather delay,,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,CANCEL_OR_CHANGE_FLIGHT,true,HIGH,false,"Confirmed. On flight DL2875 arriving 8:45pm, next flight DL3377 departs 9pm; weather delay risk, asking to hold plane. Primary=FLIGHT_STATUS_OR_DELAY, secondary=CANCEL_OR_CHANGE_FLIGHT."
G0115,370600,370600,Good day. Do you offer WiFi on DL201 Jhb to Atl? @Delta,,FLIGHT_STATUS_OR_DELAY,SCHEDULE_OR_BOOKING_INQUIRY,SCHEDULE_OR_BOOKING_INQUIRY,,false,HIGH,true,"CHANGED from FLIGHT_STATUS_OR_DELAY. Customer asking if WiFi is offered on flight DL201 JNB to ATL. Amenity inquiry for a flight, not a delay/status issue. SCHEDULE_OR_BOOKING_INQUIRY."
G0116,1438693,1438693,@Delta my bag has tire marks all over it and was ripped to shreds. How do I get a new bag? https://t.co/CWlRztN4GS,,BAGGAGE_ISSUE,BAGGAGE_ISSUE,BAGGAGE_ISSUE,,false,HIGH,false,Confirmed. Checked bag returned with tire marks and ripped to shreds; asking how to get a replacement. BAGGAGE_ISSUE.
G0117,547239,547239,@delta always a great experience even during the busy holiday season #deltaskyclub,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Expressing that Delta Sky Club is always a great experience during the busy holidays. COMPLAINT_OR_FEEDBACK (positive).
G0118,2820933,2820933,"@Delta what a wonderful flight DAL142 SEA to AMS was amazing. Best international flight ever.I would love to praise &amp; give Jack, our fabulous steward, the recognition of going beyond home away from home. It was delightful, thank you for having the best employees! https://t.co/p49t3KEPBK",,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Praise for DAL142 SEA-AMS and steward Jack going above and beyond. COMPLAINT_OR_FEEDBACK (positive).
G0119,361797,361797,@delta I accidentally canceled my flight!!! I need help!,,CANCEL_OR_CHANGE_FLIGHT,CANCEL_OR_CHANGE_FLIGHT,CANCEL_OR_CHANGE_FLIGHT,,false,HIGH,false,Confirmed. Customer accidentally canceled flight and urgently needs assistance restoring or rebooking. CANCEL_OR_CHANGE_FLIGHT.
G0120,2146360,2146360,"@Delta — the menu to select “call back” when on hold isn’t working. And your current hold times are over an hour. So here I am, turning to Twitter to ask you about changing a reservation. :/",,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,CANCEL_OR_CHANGE_FLIGHT,CANCEL_OR_CHANGE_FLIGHT,,false,HIGH,true,CHANGED from AMBIGUOUS_OR_INSUFFICIENT_CONTEXT. Callback menu broken on phone with >1hr wait; explicit customer goal is 'to ask you about changing a reservation'. CANCEL_OR_CHANGE_FLIGHT.
G0121,1420751,1420751,@Delta Been trying to contact via phone about a 6 M flight tomorrow for over two hours. Is there anybody there?,,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,,false,LOW,false,Confirmed. Inquiring about a flight tomorrow after 2hr hold; specific question or issue is omitted. AMBIGUOUS_OR_INSUFFICIENT_CONTEXT.
G0122,734352,734352,IDK about @Delta’s operations lately. Outbound flight was 90 min late. Now they dont have a ground crew to park the plane?! Tarmac for 18 mn,,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,COMPLAINT_OR_FEEDBACK,true,HIGH,false,"Confirmed. Outbound was 90 min late, currently on tarmac 18m waiting for ground crew to park plane. Primary=FLIGHT_STATUS_OR_DELAY, secondary=COMPLAINT_OR_FEEDBACK."
G0123,2642637,2642637,"Up, up &amp; away to @2135 we go! Here's hoping the babe kicks butt on her first redeye! 🤞✈️♥️ cc @Delta #travel #familytravel https://t.co/IaX07GZKMa",,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Social family travel post hoping baby does well on redeye. No support request. COMPLAINT_OR_FEEDBACK (social).
G0124,2826998,2826998,@Delta where's the cyber Monday deals?,,SCHEDULE_OR_BOOKING_INQUIRY,SCHEDULE_OR_BOOKING_INQUIRY,SCHEDULE_OR_BOOKING_INQUIRY,,false,HIGH,false,Confirmed. Asking where to find Cyber Monday fare deals. SCHEDULE_OR_BOOKING_INQUIRY.
G0125,1692077,1692077,@Delta Why does my seat assignment keep changing on me.  Have to keep updating multiple times each day.  Sent email &amp; called (on-hold now),,SEAT_OR_UPGRADE,SEAT_OR_UPGRADE,SEAT_OR_UPGRADE,,false,HIGH,false,Confirmed. Seat assignment continuously changing/dropping multiple times each day. SEAT_OR_UPGRADE.
G0126,772363,772363,hey i need help @Delta,[SUPPORT]: @304502 Hi there. How can we assist? *ALA,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,,false,LOW,false,Confirmed. 'hey i need help @Delta' with no details. AMBIGUOUS_OR_INSUFFICIENT_CONTEXT.
G0127,2001606,2001606,"Travel half way around the world only to receive half my luggage,  a week later not even an email update, @delta customer service bites...",,BAGGAGE_ISSUE,BAGGAGE_ISSUE,BAGGAGE_ISSUE,COMPLAINT_OR_FEEDBACK,true,HIGH,false,"Confirmed. Missing half of luggage for a week with no email update. Primary=BAGGAGE_ISSUE, secondary=COMPLAINT_OR_FEEDBACK."
G0128,2440093,2440093,Thank you @Delta for the free in-flight messaging. https://t.co/dTbcEjM50f,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Thanking Delta for free in-flight messaging feature. COMPLAINT_OR_FEEDBACK (positive).
G0129,1487731,1487731,I am going to be really annoyed if I miss my flight back home because of the flight attendants and the ladies boarding us @Delta,,CHECKIN_OR_BOARDING,CHECKIN_OR_BOARDING,CHECKIN_OR_BOARDING,,false,HIGH,false,Confirmed. Passenger worried about missing flight due to slow/problematic boarding by staff at gate. CHECKIN_OR_BOARDING.
G0130,2214978,2214978,@Delta I'm in Europe and my phone won't call delta. I am missing MQMs from my recent flight JFK-FCO. My ticket was booked via https://t.co/iL8kmMv67d. What's going on..?,,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,,false,HIGH,false,Confirmed. Missing MQMs from recent JFK-FCO trip booked via third-party partner. SKYMILES_OR_LOYALTY.
G0131,2595769,2595769,@Delta I am not getting a refund for not being able to use the gogo day pass I paid for. WHY?,,REFUND_OR_COMPENSATION,REFUND_OR_COMPENSATION,REFUND_OR_COMPENSATION,PAYMENT_OR_CHARGE_DISPUTE,true,HIGH,false,"Confirmed. Denied refund for paid Gogo WiFi day pass that could not be used. Primary=REFUND_OR_COMPENSATION, secondary=PAYMENT_OR_CHARGE_DISPUTE."
