example_id,customer_message,context,expected_decision,expected_reason_codes,reviewer_confidence,reviewer_notes,annotation_method
1364066,@Delta My middle name on my tix is in incomplete will it be a problem on my flight? Thanksss,,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
2916694,The firearm policy at @Delta is insane.They made sure everyone new within earshot there was a firearm in my bag.This put my family at risk. This “security theater” is a sick joke. Wouldn’t even let me make sure it wasn’t stolen out of my bag until i was outside at the destination,,ESCALATE,SAFETY_SENSITIVE,MEDIUM,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
832989,"@Delta on DL 4014 had to switch planes bc of bathroom malfunction. Clean toilets, this is simple cleanliness. I am a medallion.",,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
460307,"I need my in-flight coffee @Delta, but I can't do black. Please add nondairy #vegan creamers. ☕️",,AUTO_HANDLE,SAFE_INFORMATIONAL,MEDIUM,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
2201816,Wow @Delta is a terrible airlines. Flight keeps getting delayed and keep getting told different things by different reps. Keep getting told to wait and now have to cancel other reservations because of them. Won’t even get a refund. How useless and frustrating.,,ESCALATE,POLICY_RESTRICTION,MEDIUM,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
268277,@Delta So basically we lost our money and @Delta wasn’t trying to work with us at all. Wouldn’t even push me our flight back for a later time.,,ESCALATE,OTHER,MEDIUM,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
929819,@Delta any reason my 12status miles were deleted from my account?,,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
2366706,@Delta having tech issue using your website to get a refund for a refundable first class upgrade. Help!,,AUTO_HANDLE,SAFE_INFORMATIONAL,MEDIUM,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
2874460,@Delta Holy cow... thanks SO much! You made my week!,,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
502757,@Delta Can you please send me the AirFrance flight reference for my flight? Want to make sure our seats are reflected on their system.,,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
2146358,@Delta hi can someone please call me? I’ve spent over 2 hours combined on hold today with customer service. Just need help with linking sky miles.,,ESCALATE,HUMAN_REQUEST,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
2373739,"@Delta We landed.
But great advice; I'll remember that next time I'm in a flight and happen to run into the same flight attendants who obviously saw me and decided to ignore me so that I can inconvenience the rest of the passengers.",,ESCALATE,HUMAN_REQUEST,MEDIUM,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
2524837,"I'm on @Delta flight DL3537 MSP ➡️LNK and our flight attendant might be the nicest person on the planet, letting the ground crew know they're doing an 'awesome job'. Reminder to be happy and kind. #delta #loyal",,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
853157,Thank you @Delta what a nice surprise #LAX to #BOS with complementary breakfast for all ... a great way to start a long trip!,,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
510649,@Delta Mustaf on DL467 from TLV to JFK provided absolutely outstanding service in delta one the entire flight. Hope he gets some recognition for it!,,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
943672,@Delta the Delta One crew (esp on the upper deck) for flight 275 leaving DTW is fantastic.,,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
1828028,@136892 @Delta do the MQMs earned from platinum card rollover after status level reached like normal MQMs would?,,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
248767,@Delta can I pay for a checked bag online before a flight or do I have to do it at the airport?,,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
700917,@Delta Hi Delta. Taking a lonnngg flight. Do exit row seats recline?,,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
1416142,"@Delta I need some help! I have messed up booking a flight, and the telephone line says 2 hour wait.",,ESCALATE,LOW_CONTEXT,MEDIUM,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
460305,"I need my in-flight coffee @Delta, but I can't do black. Please add nondairy #vegan creamers. ☕️",,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
2638693,@Delta yeah but how do I make an account without it creating a new skymiles number for me?,,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
1536387,@Delta can you tell me where the photo that was on your homepage was taken? It was a lake surrounded by mountains.,,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
1562684,"@137434 is the worst, they got cheap tickets but it’s not worth your money. I will be flying @Delta next time!",,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
2146376,@Delta Thank you!!!! greatly appreciate it!,,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
1470246,"@Delta love the new A321! But, where is my TV? #IPaidExtra with no warning of no tv! :-( [URL]",,ESCALATE,POLICY_RESTRICTION,MEDIUM,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
2499747,@Delta can I get on the upgrade list in the mobile app? Or do I have to call?,,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
328838,@Delta I flew from DTW to LIS on July 31 and returned on Aug 4. My Skymiles account does not show this trip.,,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
1632535,"C'mon @Delta , are you working today??",,AUTO_HANDLE,SAFE_INFORMATIONAL,HIGH,Independent LLM annotation,LLM_ASSISTED_INDEPENDENT_ANNOTATION
